SP_ID,gpw4_2000e,id,gpw4_2005e,gpw4_2010e,gpw4_2015e,gpw4_2020e,ncc4_1992e,ncc4_1993e,ncc4_1994e,ncc4_1995e,ncc4_1996e,ncc4_1997e,ncc4_1998e,ncc4_1999e,ncc4_2000e,ncc4_2001e,ncc4_2002e,ncc4_2003e,ncc4_2004e,ncc4_2005e,ncc4_2006e,ncc4_2007e,ncc4_2008e,ncc4_2009e,ncc4_2010e,ncc4_2011e,ncc4_2012e,dflc_e,dcfu_e,dcsu_e,dfmi_e,dfrw_e,ncc4_2013e
417,0.103600711,418,0.112581812,0.120046988,0.126835227,0.133333042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244663.8594,51425.28516,166491.5625,190812.4375,1355402.625,0
418,3.41764307,419,3.808016062,4.155513287,4.494356632,4.80029726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185538.75,680110.1875,844735.5625,758475.875,141666.375,0
419,0.430790752,420,0.456302524,0.475206465,0.492453605,0.505758405,0,0,0,0,0,0.000694977,0.003455897,0,0.00293402,0.00105667,0.00203233,0.001651931,0.000734513,4.53E-08,0,0,0,0,0,0.00131709,0,54946.14063,84422.21875,101519,34325.9375,984783.8125,0
420,1.108497143,421,1.254392862,1.391936898,1.527826071,1.660433292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197624.4688,209679.4063,186601.7188,174879.6719,541896.75,0
421,1.584141731,422,1.55264163,1.497560859,1.433014274,1.349139929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77620.15625,92573.89063,26138.01172,53012.16797,69483.54688,0
422,3.379041195,423,3.268778563,3.091207266,2.900608063,2.672631502,0,0,0,0,0,0,0.29264468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47038.51172,41450.38281,208241.2813,120017.6406,720931.25,0
423,27.46067047,424,33.31734848,39.40879059,46.31879425,53.58568192,0,2.334354162,0,3.721345186,7.361615658,0,0.943771124,0,0.09224911,0.09224911,0.72397995,0,0.888955355,0.107623957,0,0.09224911,4.983101845,0,1.658301473,5.598028183,1.084268808,967472.875,486539.125,618398.8125,531834.6875,11444.73438,1.153846154
424,1.174484253,425,1.506415725,1.899919868,2.361973763,2.91782093,0,0,0,0.179154649,0,0.53641957,0.676954627,0.02167305,0.088316068,0.309735179,0.378849417,2.505259991,1.559640646,0.72958231,0.158527076,0.980925381,0.294011533,0.102360927,0.759605229,1.914121151,2.032516003,35475.46875,108563.0625,257757.6875,194489.9219,650518.3125,0.556149733
425,5.879550934,426,6.455255032,6.985877037,7.439218521,7.876462936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67611.08594,74937.82031,45181.10938,65174.21484,499359.6563,0
426,3.622398615,427,4.184315205,4.735217094,5.305598736,5.886919975,0.002000433,1.948619843,0,1.921614289,1.298452854,1.684690595,1.792884111,0.673350155,1.557849407,1.234945774,2.633198738,2.760746002,2.49727416,0.694042385,1.952769399,2.247220755,2.844331503,4.528430939,6.397697449,6.647658348,4.807581902,422401.8125,176055.0938,42425.09375,15540.3418,431768.625,5.375838926
427,0.180603743,428,0.212854356,0.245798677,0.280681372,0.317523271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51118.29688,197740.8906,86231.92969,15879.03516,588247.875,0
428,17.24615479,429,19.18371201,20.95143127,22.63126564,24.18749046,0,0,0,0,0,0,0.79128629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210499.75,709961.375,864868,777286.5,170714.9219,0
429,0.547557592,430,0.600842357,0.643630028,0.683307171,0.719802678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302581.375,26002.38477,259463.7188,109645.1406,513408.9063,0
430,109.7380219,431,116.4946899,121.1425018,124.642952,126.9279404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837035298,1144120.75,641169.3125,802652.0625,716397.3125,101894.875,0.75
431,2.538453817,432,2.803308964,3.032052994,3.243144274,3.428324938,0.01507708,0,0,0,0,0,0,0,0,0,0,0,0,0.014518109,0,0,0,0,0,0.055090927,0,1100748.25,621010.3125,745088.75,648464.375,108191.2656,0
432,5.471876144,433,5.998448849,6.472997665,6.936446667,7.424555779,0,0.582333267,0,1.168954015,1.019582272,0.984861732,2.46259594,1.69709146,2.765329123,2.830372095,3.917823315,3.206257343,3.765711546,3.038654804,2.292123795,4.539775848,4.127623558,5.076218605,4.46799469,8.031381607,5.752058029,1705432,1303023.25,1264136.75,1151067.75,2579.696777,6.302631579
433,11.82507706,434,12.27771664,12.49035168,12.57393456,12.52379131,0,0.370710909,0,0.329391658,0.42818293,0.419441193,0.684850335,0.665892482,0.651674151,0.604279637,0.920776606,1.067007542,1.469860673,1.39576757,1.767814279,1.635109782,1.785033941,1.903398275,1.863436699,2.05547905,1.924216032,793905.125,298661.375,470064.6875,388101.2188,9914.126953,1.357142857
434,42.69834518,435,44.34059525,45.10565186,45.4048996,45.23130035,0,1.403615236,0,1.267018557,1.648295403,1.613397837,2.557855129,2.21871233,2.359993458,2.17926836,3.313418627,3.759033442,5.008969307,3.981271744,5.542238235,5.438808441,5.99838829,6.477048397,6.354500294,6.527726173,5.827415466,795873.875,299723.9375,472543.3125,390645.6563,6809.828125,4.298507463
435,20.21668243,436,20.79144096,20.94222832,20.87208176,20.6208725,0,0,0,0,0,0,0,0,0,0,0.000547156,0,0,0,0,0,0,0,0,0,0,1372183.75,884758.625,1013859.188,903237,60818.87891,0
436,11.52538109,437,12.71074963,13.81702042,14.85321426,15.7536726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488.19922,178130.2656,134752.3125,42804.125,245189.3125,0
437,0.020738328,438,0.023346741,0.025501963,0.028463939,0.029884286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057208396,0,0,0,0,137145.625,105924.8828,43925.40625,4746.99707,905538.625,0
438,0.110454068,439,0.126917809,0.142481357,0.15839909,0.174753755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116244.9531,23912.53906,47032.44922,69921.88281,944390.375,0
439,0.01303492,440,0.01451553,0.015897658,0.017211545,0.018403592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117783.375,368017.625,350767.625,103062.8125,563676.25,0
440,1.240375757,441,1.372549653,1.484352589,1.591626406,1.689744711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397909.3125,138449.5,35722.33594,40715.58594,386438.9063,0
441,0.157104447,442,0.184889838,0.213220462,0.24436453,0.278200716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315573.4688,38607.64063,67178.01563,253904.125,772385.875,0
442,19.10590935,443,18.71265984,17.84049225,16.90007401,15.8191433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365557,963987.875,947042.375,819190.5625,35405.44531,0
443,7.342204094,444,8.849971771,10.45089245,12.21357918,14.12750912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676222.625,170655.25,315312,352084.875,1494236,0
444,58.91957855,445,59.60338974,59.08474731,57.96499252,56.24290848,1.338068128,0.690875411,0.680467129,0.893412411,1.560600996,2.416705132,1.355390668,1.867785692,0.781736195,0.670059502,0.781735837,1.548597097,1.723598838,0.862591863,1.672277689,1.367602825,1.723942637,3.620061398,6.906672001,7.133675575,6.804724216,1267476.25,972727.375,938908.625,980276.0625,5824.034668,7.705882353
445,0.063962489,446,0.096606374,0.145542771,0.216869697,0.318056822,0,0.007175163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122102.9453,123903.875,239659.8281,58731.91016,673822.1875,0
446,18.3444519,447,20.55604172,22.63719559,24.6299839,26.61187744,0,0.087812886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.550114632,0.966265976,0,1649378.625,1173049,1281692,1151535.75,61963.88281,0
447,25.07372665,448,28.27593613,31.20365524,34.10696411,36.86222076,0,0.258211166,0,0.398389578,0,0,0,0.79909116,0.442020953,0,0,0,0,0,0,0,0,0,5.695447922,2.90752697,0.683770597,1646649.875,1170699.5,1278827.25,1148481.875,64108.93359,1.136363636
448,29.28490448,449,30.22164345,30.62046433,30.69451332,30.37704849,1.480330229,2.517691135,1.680411935,5.332397461,5.366417885,4.07728672,2.912098169,2.933152437,3.665204048,2.939194441,2.940377712,3.842552662,4.460093021,2.974066973,4.87747097,4.206917763,5.279315948,3.846638203,8.713465691,4.695813179,6.352872849,1588176.625,1118992.375,1218167.875,1084873.75,107733.6406,7.12195122
449,1.059758186,450,1.202692747,1.340280175,1.476181746,1.612274408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210562.0313,170408.9844,205618.4688,126556.3281,766726.9375,0
450,12.43738556,451,14.47119331,16.41932297,18.48472404,20.52967262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104354.6719,109593.5078,96830.75781,26268.38281,385229.5938,0
451,0.048659738,452,0.062955692,0.084902935,0.118935622,0.170772135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163089.4844,106587.1406,318551.875,142782.8594,211906.1563,0
452,1.531888962,453,1.80456996,2.088618279,2.396307945,2.725629807,0,0,0,0,0,0.014636079,0,0,0,0,0,0,0,0,0,0,0,0,0.179735646,0.005064304,0.133406505,21191.05273,237985.5,191493.2344,22716.93359,201942.4688,0
453,3.279398203,454,3.81162405,4.341301441,4.894626617,5.456314564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21400.93359,226636.2656,198494.3281,29832.86719,200384.625,0
454,0.013631176,455,0.016235821,0.018873313,0.021749401,0.024819093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321570.5625,123362.7266,210207.5469,123721.0156,305901.8125,0
455,4.011294365,456,4.825372219,5.705979347,6.663555145,7.719208717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62415.95313,51862.28125,241500.8438,132032.3438,724275.375,0
456,60.03687286,457,65.3249588,69.70206451,73.5484848,76.85733032,0,0.100828476,0,0,0,1.498251915,1.995343208,6.153970242,5.27268219,4.307053566,5.345719337,6.135857105,6.707029819,3.894248009,5.495027542,6.02105093,5.98295784,5.533708572,6.825387001,6.97106123,6.827504158,939304.75,716616.75,611458.75,651495.75,55667.62891,7.612903226
457,65.76835632,458,71.57993317,76.39414215,80.6442337,84.26107788,1.888194561,4.859014511,4.691152096,6.579134941,6.494904041,8.636773109,5.472504139,7.593980789,8.041824341,6.699702263,8.539411545,9.264945984,9.881475449,6.758078575,7.852052689,8.164221764,8.53000164,9.031093597,9.393491745,9.974052429,8.608513832,944988.5,721849.5625,617175.25,656529.6875,53388.28125,9.768292683
458,0.116862416,459,0.145218134,0.177007049,0.213117003,0.253718853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65371.62109,113812.2813,58902.86719,107420.1563,786404.25,0
459,205.0303497,460,249.114502,296.4135742,349.1838074,406.8024902,0,2.645594597,0,1.006687999,0.672436297,0,2.625074148,0.08103729,1.626955032,1.823457241,4.541740417,3.129564762,6.119091988,2.072653532,1.900244117,3.968137264,2.625226974,6.769561768,6.152689934,11.97659874,3.421681404,690090.9375,199458.9375,369256.25,394823.8125,1555778.625,4.333333333
460,5.878035545,461,7.125386238,8.487693787,10.00580978,11.64249992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676356.1875,197624.8594,357896,388623.7188,1538574.625,0
461,87.50276947,462,104.0571747,121.3062744,139.9325256,159.6663818,0,2.983679056,0.80693686,1.831420898,2.192752361,1.211505651,2.828063011,1.420292616,1.661967516,2.32881546,5.056866646,2.104399681,4.427060604,1.617921948,1.177818894,2.462256908,3.166427612,3.342272282,2.787668228,4.989468575,2.599241734,699816,180604.9063,351245.8125,375747.0313,1541594.375,2.518072289
462,0.083351441,463,0.09613397,0.108667225,0.121465974,0.134962469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275428.75,83040.46094,176217.0938,198210.8125,1320599.75,0
463,0.44732222,464,0.496591806,0.526524961,0.551950336,0.582327068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539465.4375,40767.55859,9215.126953,135835.3594,985368.5,0
464,2.071619272,465,2.223882675,2.354471445,2.470165253,2.784221411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22953.24609,202120.5313,91509.95313,47025.24609,285515.8125,0
465,5.642838955,466,6.138296604,6.645150661,7.24157238,7.603697777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24720.70898,203881.0469,90642.8125,48690.91406,286969,0
466,0.071370818,467,0.084435478,0.091772527,0.098755665,0.109740727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014898.063,766116.1875,686586.75,729537.375,90710.23438,0
467,0.675785601,468,0.862296104,1.077939272,1.333856583,1.632045746,0,0,0,0,0,0.041028395,0,0,0,0,0,0.00871178,0,0.005444863,0,0.006715331,0.019964498,0.012523184,0.018694028,0.014156642,0.028857773,373325.5,20386.33789,304380.1563,130257.25,285731.375,0.009111617
468,1.355212092,469,1.360264182,1.347010493,1.330780029,1.309796333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750958.375,48943.74609,21258.31836,63343.26172,1242827.5,0
469,1.012676477,470,1.345211744,1.750994682,2.260841131,2.885614634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83735.46875,226375.9688,95670.5625,32201.53125,555071.5625,0
470,1.816652775,471,1.957819581,2.065478563,2.158411741,2.232392073,0.009484175,0.34328866,0,0.184457481,0.226527587,0.195908383,0.362612963,0.189345419,0.329083651,0.227945238,0.24140504,0.254096955,0.379447728,0.291027933,0.274849892,0.249771297,0.338827103,0.466979474,0.196093261,0.564620614,0.178517208,188803.9688,66559.25781,106778.4688,14812.63672,463134.5,0.58
471,0.023151353,472,0.030930871,0.040173125,0.051783934,0.065961204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778056.625,91872.67188,92419.92188,51742.54688,1171466.125,0
472,0.03141886,473,0.034937464,0.039707951,0.046375066,0.055230476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773241.875,95370.375,85060.50781,44915.35156,1167640.5,0
473,0.047750503,474,0.047670398,0.046924375,0.045854222,0.044635687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567255,0,0,58129.10547,11429.39844,36909.28516,68661.58594,1071163.125,0
474,0.549200654,475,0.62324512,0.694397748,0.76657927,0.839166641,0,0,0.023040619,0,0,0,0.055980533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324717.9375,85756.76563,320135.375,121503.4141,530528.8125,0
475,6.263124466,476,6.57474184,6.747050762,6.85352087,6.902714729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034610111,0,0,167344.375,152309.6563,127233.4922,46301.78125,139111.25,0
476,0.061908439,477,0.081398033,0.105673164,0.1363502,0.176054373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007463383,0.012490696,0.010642801,0.011443706,0.015446037,0.011464148,0.008655043,137192.1719,180309.0625,228376.5,66214.67188,614709.8125,0.01192996
477,0.484060735,478,0.540453792,0.591106892,0.640317678,0.685823798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53048.10547,161282.4844,77551.49219,37684.59375,642552.375,0
478,0.057022251,479,0.069724999,0.083827853,0.100057058,0.118248664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633650.5,235773.4219,499666.625,619540.5625,1734608.5,0
479,23.37458992,480,22.28424263,20.92174149,19.37907219,17.78634834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161102.125,830031.5,701688.125,595209.8125,20497.76367,0
480,1.125095725,481,1.139923692,1.104055047,1.057603002,1.027768373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845758.875,399465.4375,560086.6875,276868.9063,197476.5,0
481,20.64478302,482,21.14460564,21.24014664,21.11775398,20.90962982,0,0.066274859,0,0.010911541,0.404532939,2.498980522,0.341775447,0.009485657,0.798933446,0,0.070551507,0.00935275,0.328324109,2.935192585,5.211018085,3.10235405,3.776740789,0.023068083,3.925471306,1.941367149,4.253263474,1997565.75,1535179.75,1612535.375,1475920.625,90741.35156,4.454545455
482,24.80333328,483,24.91429901,24.51642418,23.87366295,22.99633408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358676285,0,1727301.375,1250343.5,1359169.625,1227340.5,612.9727173,0.35
483,18.25229263,484,17.24922752,15.98058701,14.64429665,13.27451706,0.387866706,1.849990606,0.37042743,1.433496714,1.622677803,0.822927952,1.711593032,1.117698073,1.929026842,1.730984211,1.196649075,0.306076378,1.449091673,1.253692269,1.040323973,1.14825964,1.229947329,1.22963953,2.445058346,2.10385251,2.188060284,1677763.5,1197373.5,1311617.75,1183581.5,45860.74219,2.65625
484,1.297004819,485,1.510987639,1.722836494,1.944113612,2.174962282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736576.5,56446.23438,169520.2813,219006.625,1365974.25,0
485,0.055107024,486,0.091585204,0.149070576,0.240279123,0.382690728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234794.7813,103695.5234,30788.44922,45884.98438,111011.4141,0
486,0.038101178,487,0.047576051,0.058225669,0.070560373,0.084526405,0,0,0,0,0,0.00314108,0,0.000484635,0.001572653,0.000641646,0.000498124,0.001269646,0.001167354,0.000265403,2.15E-05,0.000656014,0.001054961,0.000476653,0.001928285,0.001133245,0.00026691,261986.6406,78624.6875,68587.97656,79563.17188,491427.25,0.000388362
487,0.057255074,488,0.067035548,0.076787949,0.087015696,0.097532377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196879.6406,156065.25,292889.4375,210521.0313,478613.9375,0
488,0.131160483,489,0.177009076,0.235206157,0.308587819,0.40122211,0.007813589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139831.6406,268089.3438,176926.2031,153573.0313,680930.75,0
489,13.29675102,490,14.39840126,15.27662563,16.04499245,16.66613579,0,0,0,0,0,0,0,0,0,0,0,0,0.085875496,0.051883113,0,0,0,0,0.088579275,0.14853771,0.084121779,965986.1875,530321.3125,637269.25,309362.0313,139937.1094,0.00955414
490,10.63939667,491,11.52336311,12.24913883,12.87352753,13.39730453,0,0,0,0,0.263293594,0.498425096,0,0.42961058,0.286690563,0,0.734473646,1.063774467,0.726757884,0.491403908,0.701444745,0.729335546,0.9750368,0.414933771,1.311726689,0.946853876,1.007374883,978587.1875,541133.0625,652498.6875,325462.8125,123746.7266,1.100917431
491,8.330873489,492,9.202355385,10.01420689,10.79001904,11.46767044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108733.9766,124041.7266,109418.9531,56853.99219,151296.75,0
492,26.53928566,493,28.15419769,29.26885986,30.11686897,30.67408371,0,0,0,0.093223214,0,0,0.144886136,0.020381238,0.611006022,0.900407434,0.65454179,0.75101614,0.736572862,0.635478318,0.584400654,0.40145427,0.131121129,0.307616174,1.780816436,0.686219573,0.802935719,1602749.5,1129858,1234094.25,1102935.25,102806.1094,0.884758364
493,1.395016432,494,1.503721714,1.586361289,1.656113505,1.712608814,0,0.0145696,0,0.032833587,0.044365961,0.029340893,0.022030951,0.02373918,0.029304963,0.032334764,0.028897174,0.024699211,0.031350009,0.00667459,0.009884737,0.026402831,0.028897014,0.022214539,0.027006581,0.028176332,0.028402504,260005.9063,210864.1719,34125.82813,33623.36719,410234.75,0.054437328
494,0.123444043,495,0.181017295,0.260784477,0.372694165,0.528062224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002239795,0,197828.75,18617.97461,244427.25,25151.125,74298.15625,0
495,0.027365334,496,0.03234468,0.037160315,0.04236684,0.048181497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189854.6875,32476.04492,381822.0313,30098.19922,430651.3438,0
496,101.001297,497,104.091095,105.1100006,105.0522232,103.8318939,14.09822273,13.46714973,8.849176407,10.18864632,12.36793232,13.32903767,17.15954018,15.8758688,12.61223793,12.55675983,10.68868828,11.36260605,12.1482563,16.96510124,15.23109055,12.41551018,13.7962513,14.21529484,10.81236649,12.53276253,14.87462521,1256602.5,989307.375,928788.3125,956660.75,5305.777344,14.97435897
497,33.66362762,498,35.52575684,36.71289063,37.55365753,38.01073074,5.166517735,3.31433773,2.81705308,2.55897069,2.583241463,3.469315052,4.044364452,4.567398071,2.989964724,2.060866356,1.451795816,1.989335537,3.071782112,4.171858788,4.064594746,2.416039467,2.837527514,2.367020845,3.798549891,3.213155746,4.99084568,1209055.75,998261.1875,885484.1875,887411.125,3983.724854,5.142857143
498,0.221280918,499,0.249031737,0.279907018,0.317461252,0.362878799,0,0,0,0,0,0,0.001375354,0,0,0,0,0.00010781,0,0,0,0,0,0,0,0,0,327444.25,3946.885986,82538.65625,164417.5313,909772.9375,0
499,0.03674541,500,0.038316682,0.039111804,0.039631788,0.039544873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283788.125,119062.9219,230821.2031,167409.1094,161522.9219,0
500,0.102143168,501,0.137045175,0.180523038,0.235151291,0.303340346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034373164,101298.5859,87803.84375,115817.5547,31551.68359,1012121.125,0
501,4.57E-05,502,4.45E-05,4.24E-05,3.99E-05,3.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359443.2813,170507.3438,288129.0313,283079.6875,1248642.25,0
502,0.035628982,503,0.039564304,0.0431582,0.046648264,0.049874239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377921.8438,101841.5938,309107.5313,562699,1750723.625,0
503,27.84698486,504,33.06194687,38.5569191,44.50970459,50.75025177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688734.875,162787.7656,316230.8125,348688.875,1501247,0
504,0.075294249,505,0.103773676,0.133697033,0.174781471,0.22504212,0,0,0.113644123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132389.2656,73563.71094,288259.75,138914.7188,774716,0
505,1.200207353,506,1.587454319,2.061741829,2.651141644,3.369277477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566210.25,614.3439941,486984.5625,744143.375,1936089,0
506,8.228631973,507,8.726312637,9.082986832,9.374988556,9.514497757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740794.0625,19546.66016,56419.68359,115208.3203,1278745.25,0
507,0.314921856,508,0.314762294,0.3098526,0.301848292,0.291710168,0,0,0.040114667,0,0.077145174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23958.8418,280838.625,288367.75,59226.72656,889520.9375,0
508,0.606778979,509,0.701009989,0.792995393,0.887314081,0.982763171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284526.8125,157734.7188,210397.0313,200287.4688,1244075.5,0
509,0.434152752,510,0.412142515,0.381765634,0.348669201,0.320062667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817157.5,11114.14258,209936,207634.5,1434294,0
510,2.972538471,511,3.610583782,4.301537037,5.062543869,5.903130531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669904.5,207444.3594,366735.6563,398316.0938,1544651.75,0
511,1.954621792,512,2.301152229,2.638584852,3.006251812,3.394600868,0,0,0,0,0,0.052127499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77053.71094,78796.625,67283.82813,47668.11328,393279.125,0
512,0.836163998,513,0.892545819,0.93554616,0.967989683,0.98841095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733773.125,23828.57031,32179.85547,96454.49219,1256152.75,0
513,5.57424736,514,5.922541618,6.167620659,6.358092308,6.470096588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741697.3125,17828.26953,59986.88281,117114.9375,1281950.75,0
514,10.15714645,515,10.17932606,10.00174332,9.724633217,9.344659805,0,0,0.045584425,0.045584425,0,0.436785102,0,0.172555432,0,0.099178426,0.115708165,0,0,0.344292223,0.052096486,0,0,0,0.182309195,0.020287897,0.166043371,1730001.5,1253770.5,1361538.125,1229132.375,5483.167969,0.157894737
515,1.171522856,516,1.422355413,1.693497181,1.993393183,2.324492931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665127.625,187900.8125,333238.625,370697.875,1507655.25,0
516,38.02532196,517,35.51707459,32.51938629,29.47677422,26.40765381,0.056039177,1.209897041,0.511132598,0.577896714,1.193617105,0.604820132,1.545970917,0.404599071,1.145894885,0.77061069,0.761389315,0.000610724,0.828627467,0.20983021,0.025544373,0.440385848,0.85480845,0.841148913,4.461073399,3.762122154,3.253202677,1680005.875,1199803.5,1313750,1185513,43111.46875,4.129032258
517,6.668586254,518,8.896076202,11.65216637,15.15173912,19.53432465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71424.89063,73092.70313,42810.68359,64759.45703,506807.25,0
518,330.9993591,519,380.6263428,428.9526978,478.5100403,528.0821533,30.89510727,27.55597496,27.4667511,30.64682388,32.61623001,36.28445435,31.49660683,32.7461853,30.59686089,27.72780991,26.23350716,30.42187309,30.70758247,30.32849121,32.32202911,29.02803993,30.90593719,31.53158951,24.60345459,27.96257401,27.26032639,968627.375,706537.5,596699,595884.25,3258.557373,32.90677966
519,2.758605957,520,2.856389046,2.908141613,2.944634438,2.96464777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222140,729852.75,870280.1875,773730,183278.6875,0
520,0.295813352,521,0.317593217,0.333988965,0.347821653,0.358149529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125818.4453,13431.01953,80973.39063,123508.7031,113810.5391,0
521,4.335098267,522,4.919783592,5.467615128,6.018573761,6.556422234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218342721,0,0,0,0,0,0,0,223722.75,209422.5781,118948.3125,112259.9219,564888.75,0
522,17.47759628,523,16.15738487,14.64984322,13.15095997,11.69417,0.56827414,0.644122422,0.679522872,1.140450716,1.235208988,1.117350578,0.866843224,1.101302862,1.032496214,0.803263545,0.729070246,0.748432636,1.002816319,0.716917634,0.815749884,0.767323077,0.878260136,0.839535356,1.128393412,0.774245322,0.972827137,1310393.875,877097.5,1072563.5,792330.375,241814.125,1.107946027
523,1.617238045,524,1.511941433,1.384706497,1.255867481,1.128660917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21125.73633,156608.4688,225378.8438,44179.92188,202410.6719,0
