SP_ID,gpw4_2000e,id,gpw4_2005e,gpw4_2010e,gpw4_2015e,gpw4_2020e,ncc4_1992e,ncc4_1993e,ncc4_1994e,ncc4_1995e,ncc4_1996e,ncc4_1997e,ncc4_1998e,ncc4_1999e,ncc4_2000e,ncc4_2001e,ncc4_2002e,ncc4_2003e,ncc4_2004e,ncc4_2005e,ncc4_2006e,ncc4_2007e,ncc4_2008e,ncc4_2009e,ncc4_2010e,ncc4_2011e,ncc4_2012e,dflc_e,dcfu_e,dcsu_e,dfmi_e,dfrw_e,ncc4_2013e
311,0.08384493,312,0.097591721,0.111351021,0.12589708,0.140641481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102716.0703,329878.375,383358.5,88467.08594,566308.8125,0
312,0.754758716,313,0.796576798,0.825917304,0.849406302,0.862458229,0,0,0,0.010109067,0,0.006107496,0,0,0,0,0,0,0.00321418,0,0,0,0,0,0,0,0,1061017.75,779102.875,732454.5,787106.875,153896.2656,0
313,62.1187706,314,67.61828613,72.27261353,76.62923431,80.54350281,3.116792202,5.293899059,3.52271843,4.960690498,4.932649136,4.639627934,6.25514698,6.268313408,6.841937542,5.720173836,6.641749382,6.506527901,7.574513912,7.308610916,6.466280937,6.687261105,7.130825043,7.474326611,7.465669155,8.232954979,7.966858864,1087008.25,826124.4375,758672.5,799123.25,127977.2188,8.19047619
314,0.963288546,315,1.068001986,1.168633342,1.257016659,1.357803464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58358.51172,131592.9688,235738.9688,189002.6563,282922.7813,0.173913043
315,0.965804815,316,1.100186348,1.253076077,1.422636747,1.621949077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61227.07422,129473.8359,231409.5,193401.1875,282020.375,0.463917526
316,9.082428932,317,10.52105713,11.92005062,13.41683292,14.94727707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76594.71094,118509.9766,109307.2891,4344.118652,357045,0
317,0.190943673,318,0.222485572,0.256317824,0.293820739,0.335053355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64756.22656,97241.8125,228139.7188,72121.95313,116083.2188,0
318,1.077046871,319,1.192757845,1.304643393,1.404072285,1.502656698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18456.80469,155006.0938,150376.9375,47439.52344,298612.0313,0
319,0.205629602,320,0.175595075,0.147069469,0.121763349,0.099850163,0,0,0,0,0,0,0.003121265,0.000931258,0,0.001404681,0.001023195,0.004740253,9.12E-06,0.009012957,0.005253892,0.004362917,0.002840329,0.000864265,0.001180597,0,0.002897811,796235.1875,48088.27344,70918.20313,24743.88477,1214161.375,0.009914078
320,0.335589588,321,0.340061545,0.337701082,0.331890017,0.322569102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665281.375,172365.4375,6156.20459,43263.3125,1068024.5,0
321,108.5694046,322,123.7218857,138.4353943,153.3811493,167.9621735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416162431,2.61335969,0,5.887537003,6.999999523,0.499394923,1629954.875,1255721.875,1131709.375,1096933,46399.30469,0
322,0.116447195,323,0.141331792,0.167667553,0.196825534,0.228986621,0.002358203,0.003095141,0.012233175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123174.2813,209503.4844,164795.25,67299.73438,550355.125,0
323,0.196384832,324,0.222357959,0.250087559,0.282592893,0.320469588,0.00200353,0.008133328,0,0.007653408,0.005928524,0.004068702,0.0208773,0.008790641,0.010578565,0.012745112,0.008636906,0.011949947,0.014609256,0.020177487,0.016535224,0.011266586,0.015138254,0.011936238,0.012666997,0.017380696,0.008910112,394368.7813,35025.67188,267144.8438,86699.5625,522844.5938,0.016429549
324,0.021203095,325,0.023945095,0.026476042,0.02918729,0.032083329,0,0,0,0,0,0,0,0,0.000501113,0,0,0,0,0,0,0,0,0,0,0,0,86241.22656,76062.82031,70709.14063,46007.5,878748.3125,0
325,0.055942412,326,0.060981005,0.065389454,0.069657922,0.073690437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584228,0,0,0,0,0,0,448825.0625,268947.2813,286064.7188,105123.0234,335508.9688,0
326,0.138727948,327,0.163899615,0.191967562,0.22491467,0.263377309,0.000537994,2.83E-05,0,0.001197376,0.000367561,0.000277039,0.00022598,0.000683898,0.000154608,1.96E-05,7.06E-05,2.83E-05,0,0.00011223,0.000175323,0.000355378,0.000992544,0.00070364,0.001430686,0.000741981,0.000514703,129760.4141,290330.5313,141634.875,139606,657449.3125,0.001336068
327,0.890782535,328,1.032731056,1.173768401,1.319781184,1.468114376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90854.77344,90403.45313,81553.11719,31278.0293,374161.8125,0
328,21.7520256,329,24.76136971,27.66633224,30.59074593,33.41370773,5.013063908,3.219314814,0.411081135,6.281883717,7.827198982,7.963004112,6.11397171,6.415970802,5.596076965,4.933283806,3.725153923,4.688026428,5.550538063,7.606257439,7.823168755,6.014561176,9.328472137,6.18188858,7.623545647,7.861462116,6.264575958,1673660.75,1229849.75,1295598.25,1019162.938,23671.09961,6.454545455
329,0.320590377,330,0.334195912,0.338681817,0.339946419,0.340328038,0,0,0.036765736,0,0,0,0,0,0.000169603,0,0,0,0,0,0,0,0,0,0,0,0,131888.1406,256835.1875,61437.69531,15496.78516,510224.0625,0
330,0.252487183,331,0.246018082,0.234475181,0.220781863,0.207461864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265706.5625,182265.2188,275851.4375,321459.4688,1060596.75,0
331,0.017874105,332,0.017401759,0.016573861,0.01561033,0.014717782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262603.5,159297.7344,283457.625,338880.2813,1017566.688,0
332,0.719562232,333,0.831193149,0.939616084,1.051327229,1.165987492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211419.125,225795.0625,165802.8125,157026,1173593.75,0
333,0.786824346,334,0.770478368,0.731421232,0.68573153,0.650485277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260181.25,175016.0156,277432.875,328142.5625,1035289.25,0
334,1.967513561,335,2.272521496,2.568683386,2.880228043,3.181906462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211262.6406,222957,179925.6406,181638.5313,1134914.375,0
335,0.423648894,336,0.442620933,0.452651978,0.458263785,0.459094286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237284.6406,28446.60547,170718.7188,206707.75,1378461,0
336,0.015329236,337,0.018109823,0.020872639,0.0238133,0.026936434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73707.5,217539.1563,49164.63281,15284.29297,582059.75,0
337,1.029567003,338,1.034662247,1.027078271,1.009009719,0.972498775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401784.75,126001.8828,130928.6016,82326.13281,289700.3438,0
338,18.64860725,339,20.31540871,21.7562294,23.02538109,24.148983,0,4.800386429,0,4.005164623,4.015163898,2.378953218,5.379691124,0,6.46795702,1.340673685,0.471485555,2.447218895,0.926685631,2.678250551,4.337232113,2.911484957,1.930252552,0.569958687,4.039666653,5.110903263,6.694209576,1582597.5,1258858.125,1086950.75,1011547.563,9937.400391,3.066666667
339,50.39372253,340,55.1128273,58.99926758,62.54095459,65.56730652,5.624390125,11.75242043,5.605347633,14.03984356,13.20078087,15.57868958,14.67733288,15.18495178,14.73856258,12.98332977,9.617022514,12.39606571,12.96630192,17.79871368,16.55921745,13.92333317,14.19054127,15.21634769,12.61162472,12.84214878,14.16560268,1589513.75,1265334.75,1093837,1018470.375,3237.121094,15.26315789
340,582.7020264,341,622.8538818,652.2811279,676.0376587,693.0214844,3.415276289,23.05090332,0.120859563,18.4192028,17.5734539,19.68831825,22.78661346,17.27732277,18.77695274,13.98684597,13.52999878,15.23606586,19.57186127,11.59144592,13.81585693,17.57539368,23.42715836,29.33480835,17.13563156,29.05527878,18.13508415,793157.875,286203.7813,480027.3125,400206.1875,704.3032837,21.44444444
341,0.499289423,342,0.533902347,0.559071779,0.581363082,0.599678338,0,0,0,0,0,0,0.007619584,0,0,0,0,0,0,0,0.006095667,0,0,0,0.000194846,0.000660181,0,359414.5938,77543.42188,178130.0938,86722.38281,440586.8125,0
342,1.05202651,343,1.18223393,1.305237651,1.424849629,1.541247845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281353.4375,234583.7813,189887.2656,154659.0938,644693.5,0
343,12.68822193,344,13.09476566,13.12858963,13.03141594,12.88439751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649518.75,1174412.5,1281310,1150287.375,60116.80859,0
344,17.41251564,345,17.90357018,17.95009613,17.84047318,17.60764503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684973657,0,0.892369807,0.14305748,0,1648715.75,1173490.625,1280565.75,1149650.25,61096.32031,0
345,17.75017166,346,16.94693565,15.79475975,14.63240242,13.36109447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351020.125,976289.875,908252.125,793172.9375,10384.96191,0
346,0.141047627,347,0.165731534,0.191008836,0.217455253,0.24533619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122740.2969,91584.17969,132543.8281,137377.4375,860835.875,0
347,5.086312294,348,5.27550602,5.360283852,5.388127804,5.361521721,0.381206185,1.320286989,1.65E-05,1.076817036,1.237047434,1.640290499,1.841016531,1.235149145,3.343464375,2.265569687,2.658270359,2.226101398,2.753775597,1.810404301,3.122606277,5.842579365,2.899133205,2.750258923,4.570056915,4.508440018,6.320148945,1706767.875,1300734.375,1268901.25,1153969.625,9525.998047,8.107692308
348,73.78957367,349,82.22869873,89.73070526,96.93395996,103.5366058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231319,727604.3125,887617.625,801090.875,188713.3125,0
349,16.48841858,350,17.24530602,17.69139099,17.94461632,18.02641678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998366.25,488715.875,669823.3125,585402.625,43477.71094,0
350,0.771347702,351,0.855634332,0.933127046,1.005506396,1.079586864,0,0,0,0,0,0,0,0.038421065,0,0,0,0,0.000298189,0,0.011517104,0,0,0.093257815,0.010241966,0.223454297,0.321529329,11218.72852,54900.64063,122766.7734,122379.2266,749860.3125,0.090909091
351,50.89391708,352,57.67997742,64.17152405,70.77645111,77.41043854,14.46485519,14.64412975,13.579772,16.20671463,17.46067238,21.96695328,19.36705017,19.65741539,26.66357231,21.38566399,17.53852272,19.26587677,17.94160461,19.22976685,20.29926109,18.59488487,20.83916855,22.64105988,21.66151047,19.59474754,22.4222393,976143.75,717888.0625,604750.875,598793.8125,1235.077393,25.41666667
352,7.600050926,353,7.34177351,6.954465389,6.526584148,6.045704365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83407.67188,33591.89063,239936.7969,114663.6953,747620.1875,0
353,0.647636652,354,0.87447834,1.150297165,1.4976964,1.937969923,0,0,0,0,0,0,0,0,0,0,0,0.049896751,0,0,0,0,0,0,0,0.032180887,0,100545.9063,63871.96094,273943.0313,141554.125,744814.9375,0
354,1.397057414,355,1.769544601,2.1942904,2.693191767,3.271779537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107835367,0,0,0,0,0,76545.64844,231006.875,193727.6875,67404.29688,623339.75,0
355,0.43905887,356,0.604934573,0.820565462,1.101971507,1.466191649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208932.5,191192.2969,44020.67578,67737.51563,191640.9375,0
356,0.508112311,357,0.671820283,0.877394676,1.140939593,1.475306988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217931.0156,200102.875,29595.32031,81019.69531,197654,0
357,153.6750183,358,173.7302246,192.4185181,210.9169922,228.7120361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359198809,2.580162764,1.970804214,5.32252121,5.476442337,4.683720112,1221627.5,732890.6875,867527.125,767784.75,175660.2656,3.648648649
358,31.82580185,359,35.9848938,39.84481812,43.6658287,47.34650803,0,0,0,0,0,0,0,0,0,0,0.016341006,0,0,0,0,0.512366891,0.677980006,0.347087204,1.196695566,1.306790471,1.918390989,1220205,732584.8125,865466.875,764851.375,174810.375,1.048780488
359,7.677985191,360,8.400779724,8.976434708,9.507455826,9.959896088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568488.375,69890.10156,140.2218018,105778.1406,994088.875,0
360,37.47029495,361,41.95487976,46.04141617,50.02885056,53.77397919,7.754822731,6.168011189,2.810356617,5.48542738,3.918988705,5.609268188,6.675762177,5.252989769,6.695641518,5.526290894,4.921361446,5.566366196,6.614131927,6.45768404,8.048270226,6.423835754,7.074796677,5.05633831,7.960697174,8.071863174,7.596059322,1374111,1199168.25,1065677.625,1014828.25,35301.28906,7.233898305
361,123.2504272,362,130.3844299,135.3457642,139.2655945,142.038681,22.6717968,15.10366631,7.374854565,12.48515892,11.13001633,9.832073212,13.36356258,13.55393982,12.64202976,10.72076321,9.738733292,10.6667881,10.4822998,12.31995392,13.58986855,10.33307266,12.28457928,11.21573544,10.73914719,12.63623428,14.03923225,1369133.5,1197936.5,1060166.75,1011218.75,39354.30469,13.77165354
362,14.74640751,363,16.40058708,17.89421844,19.30779266,20.62812805,0,0,0,0,0,0,0,0,0,0,0.004754244,0,0,0,0,0,0,0,0.000561655,0.103068389,0,1229167.375,723799.75,886931.875,800509.25,185514.7188,0
363,1.680904627,364,1.996942163,2.323787689,2.675690651,3.049695492,0,0,0,0,0,0,0,0,0.006188395,0.006188395,0,0,0,0.024865754,0.004314377,0.006188395,0.003698037,0,0.073182166,0.000192328,0.387975842,649283.75,20878.55273,550812.5,803605.375,1961344,0.044692737
364,78.83583069,365,81.46614838,81.66976929,81.01970673,80.24375916,10.12560558,8.572426796,10.09566307,15.66327858,14.65953636,14.66702175,6.989305496,10.32976818,8.553178787,4.681993961,4.681993961,6.996256828,7.999999523,6.999999523,6.784074783,8.333511353,9.333511353,8.363945961,11.34076405,9.406137466,9.556921959,1414.213623,37536.42969,199682.0156,2231.604248,264534.8438,10.33333333
365,1688.885986,366,1734.659546,1745.199219,1738.215454,1711.798706,25.7723999,55.31182861,34.65237045,30.58036423,35.17179489,30.28334999,51.56929779,47.35864639,33.46881104,28.9176178,21.21463203,28.87737656,39.17179871,42.33275986,44.43514252,30.99221992,35.65755844,40.69490814,20.9914875,37.61860275,28.84630585,6551.562012,37620.76953,198170.8125,2871.397949,261718.8125,32
366,18.3130188,367,17.86974716,17.06816864,16.14554977,15.11588383,0,0.620999217,0,2.716902018,2.30480814,2.581447601,1.951657057,2.613289833,3.400695324,1.986782074,2.34719348,2.934875965,2.852081299,1.124514818,1.774040937,3.030108452,3.620302439,2.500293732,3.593744755,2.315159082,2.618077278,1380045.25,969059.625,969834.5,838353.6875,4379.956055,2.610169492
367,1.283359647,368,1.323271036,1.336322308,1.336816192,1.321050167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053023.5,786232,724471.5,772111.875,127517.7188,0
368,8.697351456,369,8.414931297,7.958862305,7.452599525,6.908075333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56873.26953,22531.39453,187942.0313,108553.2891,728827.1875,0
369,36.66752243,370,40.27455521,43.27117157,46.02901459,48.52331543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105408.25,612266.125,757973,671332.125,83511.92188,0
370,0.721718907,371,0.876094222,1.042105913,1.227039337,1.429167628,0.000557922,0.002345499,0.009037714,0.004340526,0.003688644,0.005464091,0.007652217,0.005048795,0.00378757,0.00597954,0.012874505,0.006109538,0.006494805,0.015550049,0.009725404,0.010655144,0.003153346,0.005156783,0.014842916,0.025389325,0.021320051,194988.5,67052.26563,381042.625,235505.3906,759449,0.020988298
371,37.72235107,372,43.71038437,49.60647583,55.80266571,62.03488159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88529.21875,105428.625,95551.39063,18556.11719,369119.1563,0
372,18.45122719,373,22.38972282,26.66608429,31.53899193,37.0055542,5.038879395,5.116583347,2.304602623,7.075973988,6.163763046,5.137628078,6.719493866,7.326031208,8.401504517,8.592624664,4.722234249,5.566438675,6.121866703,10.01955032,8.959874153,6.877957344,6.482811928,6.432879448,6.019983768,6.559970856,7.915575981,1601398.5,1254105.625,1102151.25,1047498.375,49898.64453,8.489361702
373,0.46252507,374,0.40197444,0.344579995,0.295505285,0.252972841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990762.125,75034.14063,270700.875,192339.6563,1458719.25,0
374,7.649808407,375,7.751173019,7.694683075,7.559794426,7.346788406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532519.125,1091924.75,1143432,1004985.625,22638.12891,0
375,0.056310758,376,0.051022425,0.045280531,0.039738007,0.034603912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579020.125,45149.07031,244296.6875,331224.4063,1316170.25,0
376,0.281336457,377,0.289198488,0.293403238,0.297885954,0.302655548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45578.63281,24705.73828,43515.39063,144651.3438,929852.75,0
377,2.13709116,378,2.391389847,2.568965435,2.745975494,2.917927265,0.407686859,7.647564411,0,3.090112448,6.362093925,2.739055157,6.422926903,3.145255327,6.365545273,5.610463142,5.353563309,5.39467001,1.944857836,3.143595696,4.825628281,6.1303792,6.189284801,6.506084919,6.437281609,7,6.998871326,1581391.875,1254067.875,1083952.5,1014756.813,3775.350342,6.446428571
378,0.078006536,379,0.092128173,0.106271975,0.120786741,0.137448758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175329.3281,32676.01172,411586.4063,12685.05078,464671.5,0
379,12.9342289,380,12.70409012,12.23962784,11.67094803,11.01608276,0,0,0,0.114726193,0.125467747,0.054056365,0.042531688,0.046900298,0.071156591,0.043212738,0.040046249,0.046219245,0.042801194,0.075721264,0.097218052,0.109320223,0.058302097,0.048916269,0.258648396,0.08452116,0.147667781,1434890.375,971323.5,1064408,932662,13142.53027,0.266447368
380,65.04777527,381,61.32116699,56.40224457,51.37533569,46.55668259,0.57394588,7.896903992,2.015159607,6.618093967,8.28049469,7.912564278,6.166194916,4.784049034,5.90362072,4.752293587,6.839802742,4.375324249,7.141593933,0.722232819,2.454114914,4.491797924,6.647287369,7.404423237,7.748918056,7.098062038,4.422576904,1632382,1142514.375,1271598.25,1152264.5,120766.0781,4.666666667
381,2.927930593,382,2.975194693,3.07221508,3.135129452,3.05723381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619170.75,1174613.375,1229110.5,1091815.875,14824.69141,0
382,0.598187685,383,0.719432414,0.856724858,1.006939054,1.168560624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185665.7813,158734.3438,193484.5313,24025.73828,514618.0625,0
383,0.321524322,384,0.380651325,0.44121328,0.506594121,0.575115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472283.0938,60567.58203,378660.375,633509.375,1849938.25,0
384,0.211229563,385,0.2499955,0.289544284,0.332323581,0.377600223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479543.5625,62896.84375,385030.25,639678.625,1851723.5,0
385,0.716205716,386,0.758842468,0.788800597,0.810676694,0.824248791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169410.5156,103551.8203,22897.83398,182762.6563,1077758.375,0
386,1.700766087,387,1.87704587,2.024727106,2.1656847,2.293216228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72560.80469,82981.625,62705.62891,76120.15625,452647.75,0
387,0.983727217,388,1.107617021,1.221148372,1.335224867,1.439794421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230313.7188,172261.5938,193872.4375,128259.9531,747098.625,0
388,0.070294768,389,0.071274005,0.070852466,0.069705121,0.067840211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78249.0625,46028.01563,5159.240723,138378.9063,835449.625,0
389,0.427853286,390,0.453544676,0.471030712,0.484112263,0.492181987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85704.98438,14339.75391,4229.58252,108227.4219,1149861.5,0
390,0.234515652,391,0.248653173,0.25820893,0.265280277,0.269932508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84023.35938,13720.76465,2941.995605,107897.2813,1151880.5,0
391,0.056210317,392,0.052242741,0.047400035,0.042371217,0.040948287,0,0,0.066148184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113976.2891,114582.2656,7763.540527,127464.1406,786400.9375,0
392,0.021727122,393,0.021913541,0.021652132,0.021172838,0.020482464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336257.1875,169715.3438,157623.6406,78416.04688,246006.2656,0
393,7.651694298,394,8.268120766,8.745958328,9.155134201,9.495519638,0.51160264,0.003839549,0,0.104741059,0.726611137,0.223754913,0.161804825,0.30226481,0.505859256,0.159857824,0.240960598,0.359855592,0.048238035,0.571477234,0.539408624,0.099216744,0.833485246,0.15758273,0.416234672,0.969079733,1.657001495,211840.9688,111137.6875,2095.595215,149149.0156,8884.104492,1.157894737
394,0.047877248,395,0.063432269,0.082540073,0.10622108,0.13508217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703838.5625,50084.02734,115282.6875,126064.7422,1113649.375,0
395,1.299214005,396,1.445071101,1.573512554,1.69699955,1.810603619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51367.72656,120377.9219,116884.9141,46582.11719,322931.4375,0
396,26.55189323,397,27.66400528,28.26003265,28.59177971,28.58762169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244099.25,227583.1563,72744.05469,99821.33594,195258.7813,0
397,0.30519405,398,0.332865775,0.357331991,0.382752061,0.408418417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-05,0,3.04E-05,0,60272.99219,131621.6563,59210.4375,31442.78125,949520.4375,0
398,0.338677049,399,0.356981665,0.373615503,0.386101514,0.388760328,0,0,0,0,0,0,0,0,0,0.012804558,0.076968342,0.033721454,0.015931372,0,0.000136298,0.103701815,0.058737926,0.071026593,0.083775818,0.199605584,0.038109917,159785.5625,91147.25,38481.8125,196721.3125,1098366.75,0.1
399,1.331880569,400,1.031899214,0.783072829,0.587883472,0.43663615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295278.1875,164147.1875,105917.0625,77755.21094,536912.4375,0
400,35.32376862,401,34.45604706,32.66149521,30.78610992,28.65572548,22.53051376,6.958328247,6.987418175,9.074053764,3.966836214,6.460298538,9.233667374,11.87165165,7.41163826,3.083918571,3.780228853,3.088765144,2.896055222,14.24435997,12.06628323,6.997123718,3.086708546,2.058196068,5.628024101,4.8232584,11.9846735,1850146.75,1353980.875,1490956,1371051.75,51279.24219,8.454545455
401,0.865170121,402,0.866357923,0.854552329,0.837040842,0.814691603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368212.4375,198131.7813,135652.5156,61797.46875,486403.9375,0
402,0.306697875,403,0.411020935,0.540666282,0.707140028,0.912108898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170079.9688,69529.57813,280010.6875,108810.5,827304.625,0
403,0.45541665,404,0.462686628,0.461193919,0.455899626,0.447268784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153037.375,138401.5625,16425.73438,39247.03516,601420.75,0
404,3.046898127,405,3.538218737,4.036801338,4.558150291,5.104033947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746666.125,46362.00391,155023.8594,201320.9688,1358595.25,0
405,41.74196625,406,41.56099319,40.51720428,39.07825851,37.284935,0.004463339,3.257236004,3.117147446,5.186182499,5.581059933,4.943541527,3.62436533,1.944265008,5.430098534,2.222351551,3.567942619,4.532304764,4.159808159,1.628020763,2.334021091,4.748178959,4.129876614,3.555810213,6.486607075,6.273280144,2.418660164,1337013.375,941115.875,915588.25,788793.0625,51496.91016,3.379310345
406,0.880557179,407,1.070201635,1.272226214,1.498220325,1.745985508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664663.25,201580.4375,354345.2188,388968.0313,1529490.75,0
407,10.2892046,408,11.89792156,13.55787563,15.31984806,16.98209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103334.8281,112454.3203,99789.95313,23530.72461,383292.9063,0
408,0.33253777,409,0.391651034,0.440089732,0.495931178,0.544096529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244296.0313,167068.4688,166548.25,155425.5625,1240858.875,0
409,1.091515899,410,1.160891294,1.207736611,1.24322474,1.266760468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742232.4375,26457.61719,44410.86328,102143.9141,1268779.75,0
410,0.4823125,411,0.56527245,0.647697091,0.735791028,0.828116298,0,0,1.192645192,0,0,0,0,0,0,0,0,0,0,0,0.177705124,0.032667998,0.015509216,0.035220798,0.027757352,0.329010397,0.187865958,125151.7031,269847.25,49392.48438,13883.61426,521515.125,0.179310345
411,110.880806,412,121.6408081,130.7270813,139.0640106,146.3043823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.090663671,3.419439793,4.129728317,1196487,705313.625,844636.75,749145.4375,170874.2813,0.7
412,2.647813559,413,2.951270819,3.462315559,3.924719572,4.32289362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195892.2188,171465.5313,215809.4531,126000.1719,780935.625,0
413,3.009174824,414,3.626449108,4.289246559,5.014371872,5.805066586,0,0,0.833966136,0,0,0,0,0,0,0,0,0,0,0.270475507,0,0,0,0,0,0,0,66860.1875,83944.58594,270724.125,164914.0313,702055.375,0
414,3.054667711,415,3.310374022,3.501571417,3.65388155,3.825165987,0,0.389096618,0,0.860116124,0.349296093,0,0,0,0.266632885,0,0.032763787,0.032763787,0,0,0,0.089699946,0.032763787,0,0.709197164,0.080285802,0,1589287.5,1258718,1097567.75,1018685.875,6726.208984,0
415,0.187489957,416,0.19339779,0.195356339,0.195471853,0.193629339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79029.28906,89695.28906,134927.375,21673.69141,927497.375,0
416,23.54509163,417,22.65029526,21.48843002,20.27948761,19.00134277,0,0,0,0.104741715,0.157599717,0.070219405,0.358109176,0.608100772,0.331106097,0.318067759,0.405372888,0.220571935,0.16824691,0.676909029,0.443778992,0.4384045,0.360435247,0.56208384,1.521146297,0.530175269,1.05034101,1698637.875,1213808.875,1334440.75,1209146.125,53451.75,1.004901961
